item_id,pedido_id,produto,categoria,quantidade,preco_unitario
2024,670,Luminaria,Casa,4,51.87
2025,670,Calca,Moda,2,36.72
2026,671,Teclado,Eletronicos,2,46.77
2027,671,Camiseta,Moda,4,25.33
2028,671,Monitor,Eletronicos,2,233.87
2029,671,Notebook,Eletronicos,1,1111.05
2030,671,Luminaria,Casa,4,43.85
2031,672,Monitor,Eletronicos,3,360.81
2032,672,Caderno,Papelaria,4,11.86
2033,673,Luminaria,Casa,3,121.51
2034,674,Mouse,Eletronicos,2,41.54
2035,674,Camiseta,Moda,4,34.71
2036,675,Monitor,Eletronicos,1,758.86
2037,675,Luminaria,Casa,2,92.72
2038,675,Jaqueta,Moda,1,217.61
2039,675,Sofa,Casa,3,1005.89
2040,675,Caderno,Papelaria,1,15.33
2041,676,Caderno,Papelaria,2,9.5
2042,676,Mesa,Casa,2,220.77
2043,676,Caderno,Papelaria,1,8.86
2044,676,Caderno,Papelaria,2,8.76
2045,676,Jaqueta,Moda,1,112.98
2046,677,Monitor,Eletronicos,2,400.21
2047,677,Jaqueta,Moda,1,70.09
2048,678,Teclado,Eletronicos,3,93.56
2049,679,Calca,Moda,2,81.2
2050,679,Mouse,Eletronicos,1,45.22
2051,679,Monitor,Eletronicos,2,637.11
2052,679,Sofa,Casa,2,621.79
2053,679,Mouse,Eletronicos,1,42.42
2054,680,Teclado,Eletronicos,1,72.15
2055,680,Mesa,Casa,3,301.84
2056,680,Mouse,Eletronicos,3,33.1
2057,680,Jaqueta,Moda,1,141.62
2058,681,Mouse,Eletronicos,4,80.24
2059,681,Camiseta,Moda,1,66.82
2060,681,Caderno,Papelaria,1,13.45
2061,682,Livro,Books,3,15.25
2062,683,Mouse,Eletronicos,1,19.21
2063,683,Mouse,Eletronicos,3,18.99
2064,684,Camiseta,Moda,4,31.48
2065,684,Camiseta,Moda,2,30.06
2066,684,Jaqueta,Moda,3,106.76
2067,684,Livro,Books,2,19.6
2068,685,Jaqueta,Moda,1,201.66
2069,685,Caderno,Papelaria,3,12.95
2070,685,Monitor,Eletronicos,2,598.4
2071,685,Notebook,Eletronicos,1,2265.73
2072,685,Teclado,Eletronicos,1,94.42
2073,686,Caderno,Papelaria,3,11.43
2074,686,Calca,Moda,1,91.68
2075,686,Monitor,Eletronicos,1,606.9
2076,687,Jaqueta,Moda,2,97.49
2077,687,Calca,Moda,4,60.05
2078,687,Mesa,Casa,2,246.15
2079,688,Livro,Books,4,29.5
2080,688,Livro,Books,1,36.53
2081,688,Caderno,Papelaria,2,13.15
2082,688,Teclado,Eletronicos,1,101.67
2083,689,Camiseta,Moda,4,34.91
2084,689,Teclado,Eletronicos,4,74.61
2085,689,Luminaria,Casa,1,71.74
2086,689,Camiseta,Moda,2,40.03
2087,690,Notebook,Eletronicos,4,2258.13
2088,690,Caderno,Papelaria,2,16.86
2089,690,Jaqueta,Moda,1,205.37
2090,690,Luminaria,Casa,1,141.02
2091,690,Luminaria,Casa,4,110.2
2092,691,Luminaria,Casa,3,45.13
2093,691,Notebook,Eletronicos,4,782.81
2094,691,Mouse,Eletronicos,4,20.17
2095,691,Calca,Moda,1,26.92
2096,692,Monitor,Eletronicos,2,773.48
2097,692,Teclado,Eletronicos,3,115.17
2098,692,Luminaria,Casa,2,100.72
2099,692,Monitor,Eletronicos,2,755.26
2100,692,Mesa,Casa,4,452.43
2101,693,Camiseta,Moda,1,31.2
2102,694,Camiseta,Moda,2,33.18
2103,694,Caderno,Papelaria,3,8.28
2104,695,Jaqueta,Moda,2,101.69
2105,695,Sofa,Casa,4,493.84
2106,695,Camiseta,Moda,2,28.17
2107,695,Jaqueta,Moda,1,99.35
2108,695,Teclado,Eletronicos,4,51.36
2109,696,Camiseta,Moda,2,46.43
2110,696,Notebook,Eletronicos,2,2077.29
2111,697,Camiseta,Moda,2,43.76
2112,697,Calca,Moda,3,73.7
2113,697,Mesa,Casa,3,308.17
2114,698,Luminaria,Casa,3,129.63
2115,699,Calca,Moda,3,88.15
2116,699,Sofa,Casa,1,586.88
2117,699,Luminaria,Casa,2,95.76
2118,699,Luminaria,Casa,4,104.44
2119,699,Camiseta,Moda,1,42.97
2120,700,Mouse,Eletronicos,2,46.63
2121,700,Calca,Moda,4,72.23
2122,700,Mesa,Casa,1,245.35
2123,700,Calca,Moda,1,47.57
2124,701,Teclado,Eletronicos,4,40.41
2125,701,Camiseta,Moda,3,20.73
2126,702,Monitor,Eletronicos,4,634.86
2127,702,Teclado,Eletronicos,3,108.27
2128,702,Jaqueta,Moda,3,193.72
2129,702,Camiseta,Moda,4,56.82
2130,702,Camiseta,Moda,3,62.94
2131,703,Caderno,Papelaria,2,11.38
2132,703,Notebook,Eletronicos,1,1522.17
2133,704,Camiseta,Moda,2,57.2
2134,704,Monitor,Eletronicos,3,501.87
2135,704,Mesa,Casa,2,414.93
2136,704,Luminaria,Casa,3,92.58
2137,704,Notebook,Eletronicos,2,2522.99
2138,705,Monitor,Eletronicos,3,492.37
2139,705,Sofa,Casa,3,1004.85
2140,705,Mesa,Casa,3,358.81
2141,705,Teclado,Eletronicos,1,104.14
2142,706,Notebook,Eletronicos,1,3259.66
2143,706,Luminaria,Casa,4,118.05
2144,707,Notebook,Eletronicos,4,2766.04
2145,708,Calca,Moda,2,45.25
2146,708,Caderno,Papelaria,4,8.47
2147,708,Caderno,Papelaria,3,7.62
2148,709,Teclado,Eletronicos,1,142.23
2149,710,Luminaria,Casa,3,84.82
2150,710,Sofa,Casa,3,898.11
2151,710,Jaqueta,Moda,4,182.93
2152,710,Mouse,Eletronicos,2,44.97
2153,711,Sofa,Casa,1,1057.13
2154,711,Teclado,Eletronicos,2,141.27
2155,711,Caderno,Papelaria,4,21.28
2156,711,Calca,Moda,2,127.27
2157,712,Jaqueta,Moda,1,66.8
2158,713,Teclado,Eletronicos,1,82.98
2159,714,Teclado,Eletronicos,1,66.05
2160,714,Jaqueta,Moda,2,71.76
2161,714,Livro,Books,3,14.59
2162,714,Livro,Books,3,20.09
2163,715,Notebook,Eletronicos,2,3567.49
2164,715,Mesa,Casa,1,436.53
2165,716,Livro,Books,2,34.21
2166,716,Jaqueta,Moda,2,213.03
2167,717,Monitor,Eletronicos,2,248.6
2168,717,Mouse,Eletronicos,1,20.41
2169,718,Camiseta,Moda,1,28.38
2170,718,Mouse,Eletronicos,3,31.01
2171,718,Luminaria,Casa,1,57.87
2172,718,Camiseta,Moda,3,28.38
2173,719,Mouse,Eletronicos,2,26.78
2174,720,Mesa,Casa,1,528.43
2175,721,Notebook,Eletronicos,3,1506.68
2176,722,Sofa,Casa,1,477.68
2177,722,Calca,Moda,1,32.33
2178,722,Teclado,Eletronicos,4,47.95
2179,723,Caderno,Papelaria,3,11.29
2180,723,Camiseta,Moda,2,39.09
2181,724,Notebook,Eletronicos,3,1999.8
2182,724,Teclado,Eletronicos,1,71.91
2183,724,Teclado,Eletronicos,4,82.14
2184,724,Caderno,Papelaria,3,8.06
2185,725,Camiseta,Moda,4,72.38
2186,725,Mesa,Casa,1,433.65
2187,725,Notebook,Eletronicos,2,3560.83
2188,726,Camiseta,Moda,4,54.03
2189,726,Mesa,Casa,4,479.59
2190,726,Notebook,Eletronicos,1,2630.37
2191,726,Sofa,Casa,1,1120.66
2192,727,Luminaria,Casa,4,48.04
2193,727,Livro,Books,2,22.25
2194,728,Camiseta,Moda,2,24.16
2195,729,Mesa,Casa,1,490.98
2196,729,Mesa,Casa,3,473.16
2197,730,Calca,Moda,2,36.36
2198,731,Livro,Books,3,42.37
2199,731,Livro,Books,3,38.37
2200,731,Monitor,Eletronicos,4,838.5
2201,731,Camiseta,Moda,1,48.47
2202,732,Calca,Moda,4,39.84
2203,732,Monitor,Eletronicos,3,416.31
2204,733,Jaqueta,Moda,4,230.54
2205,733,Jaqueta,Moda,4,234.46
2206,734,Sofa,Casa,2,398.57
2207,734,Mesa,Casa,3,202.8
2208,734,Luminaria,Casa,3,60.33
2209,735,Calca,Moda,2,127.35
2210,736,Sofa,Casa,2,691.81
2211,736,Monitor,Eletronicos,1,672.79
2212,736,Calca,Moda,3,101.52
2213,737,Caderno,Papelaria,4,11.57
2214,738,Teclado,Eletronicos,3,91.04
2215,738,Teclado,Eletronicos,1,73.68
2216,738,Notebook,Eletronicos,3,2066.32
2217,739,Camiseta,Moda,1,19.24
2218,740,Teclado,Eletronicos,1,46.55
2219,740,Caderno,Papelaria,4,7.83
2220,741,Mesa,Casa,3,587.44
2221,741,Calca,Moda,4,105.03
2222,741,Calca,Moda,1,112.47
2223,741,Caderno,Papelaria,1,19.17
2224,741,Calca,Moda,1,114.83
2225,742,Camiseta,Moda,3,17.41
2226,742,Monitor,Eletronicos,3,239.69
2227,742,Notebook,Eletronicos,3,1163.54
2228,743,Jaqueta,Moda,3,113.53
2229,743,Jaqueta,Moda,1,123.48
2230,744,Livro,Books,1,28.91
2231,744,Caderno,Papelaria,2,10.77
2232,744,Livro,Books,1,19.88
2233,744,Monitor,Eletronicos,2,467.43
2234,744,Monitor,Eletronicos,4,445.23
2235,745,Livro,Books,1,38.56
2236,745,Notebook,Eletronicos,3,2174.49
2237,745,Livro,Books,3,45.65
2238,745,Mesa,Casa,2,517.17
2239,746,Teclado,Eletronicos,3,96.56
2240,746,Livro,Books,4,28.71
2241,747,Caderno,Papelaria,2,8.29
2242,748,Caderno,Papelaria,1,16.36
2243,748,Notebook,Eletronicos,4,3650.26
2244,748,Sofa,Casa,2,1003.6
2245,749,Livro,Books,4,30.05
2246,749,Livro,Books,2,36.54
2247,750,Mesa,Casa,4,139.35
2248,750,Caderno,Papelaria,1,6.57
2249,750,Monitor,Eletronicos,2,246.2
2250,750,Teclado,Eletronicos,2,40.21
2251,750,Luminaria,Casa,4,45.39
2252,751,Mesa,Casa,4,195.92
2253,751,Calca,Moda,4,37.18
2254,751,Camiseta,Moda,3,28.66
2255,751,Monitor,Eletronicos,2,245.78
2256,751,Mouse,Eletronicos,1,29.04
2257,752,Monitor,Eletronicos,4,587.69
2258,752,Sofa,Casa,4,773.88
2259,752,Mouse,Eletronicos,3,54.58
2260,752,Sofa,Casa,1,831.06
2261,752,Sofa,Casa,2,833.34
2262,753,Camiseta,Moda,4,17.43
2263,753,Mesa,Casa,4,149.81
2264,753,Mesa,Casa,1,195.9
2265,753,Mesa,Casa,2,207.42
2266,754,Mouse,Eletronicos,2,36.69
2267,754,Caderno,Papelaria,4,8.85
2268,754,Caderno,Papelaria,1,8.16
2269,755,Jaqueta,Moda,3,228.3
2270,755,Caderno,Papelaria,4,14.77
2271,755,Sofa,Casa,4,871.27
2272,755,Luminaria,Casa,3,140.73
2273,756,Mouse,Eletronicos,3,31.98
2274,756,Monitor,Eletronicos,3,331.53
2275,756,Teclado,Eletronicos,2,64.02
2276,757,Camiseta,Moda,1,43.7
2277,757,Jaqueta,Moda,3,127.17
2278,757,Camiseta,Moda,4,44.35
2279,757,Sofa,Casa,1,794.7
2280,757,Luminaria,Casa,4,105.95
2281,758,Mouse,Eletronicos,1,21.58
2282,758,Notebook,Eletronicos,3,1004.98
2283,759,Mouse,Eletronicos,2,21.45
2284,759,Caderno,Papelaria,3,3.95
2285,759,Teclado,Eletronicos,4,42.89
2286,759,Mouse,Eletronicos,1,16.14
2287,760,Calca,Moda,1,44.61
2288,760,Luminaria,Casa,2,53.48
2289,760,Livro,Books,3,17.33
2290,760,Monitor,Eletronicos,4,239.33
2291,761,Mesa,Casa,1,429.16
2292,761,Caderno,Papelaria,2,16.2
2293,761,Jaqueta,Moda,4,180.86
2294,762,Mesa,Casa,4,190.41
2295,762,Calca,Moda,1,37.75
2296,763,Camiseta,Moda,2,67.57
2297,763,Luminaria,Casa,1,150.81
2298,763,Livro,Books,3,43.9
2299,764,Camiseta,Moda,1,37.64
2300,765,Monitor,Eletronicos,4,782.12
2301,765,Caderno,Papelaria,2,14.41
2302,766,Sofa,Casa,3,741.0
2303,767,Livro,Books,2,50.56
2304,767,Teclado,Eletronicos,1,113.61
2305,767,Monitor,Eletronicos,1,851.13
2306,767,Mesa,Casa,1,600.23
2307,768,Jaqueta,Moda,4,60.15
2308,768,Luminaria,Casa,3,43.27
2309,768,Sofa,Casa,4,256.62
2310,768,Mesa,Casa,1,180.16
2311,769,Camiseta,Moda,2,53.05
2312,770,Calca,Moda,2,82.93
2313,770,Luminaria,Casa,4,81.93
2314,771,Livro,Books,1,35.98
2315,771,Camiseta,Moda,2,75.17
2316,771,Mouse,Eletronicos,4,55.69
2317,771,Notebook,Eletronicos,3,3692.58
2318,772,Livro,Books,4,12.67
2319,772,Mouse,Eletronicos,2,24.53
2320,773,Calca,Moda,4,43.75
2321,773,Notebook,Eletronicos,1,1357.97
2322,773,Notebook,Eletronicos,3,1173.7
2323,773,Mouse,Eletronicos,2,33.39
2324,773,Luminaria,Casa,3,60.96
2325,774,Camiseta,Moda,3,37.95
2326,775,Caderno,Papelaria,2,14.74
2327,775,Caderno,Papelaria,4,14.47
2328,775,Luminaria,Casa,1,108.34
2329,775,Mesa,Casa,2,429.3
2330,775,Livro,Books,3,30.71
2331,776,Notebook,Eletronicos,3,2871.63
2332,777,Caderno,Papelaria,4,14.98
2333,777,Mouse,Eletronicos,2,60.0
2334,777,Luminaria,Casa,2,137.38
2335,777,Mouse,Eletronicos,3,73.47
2336,777,Sofa,Casa,4,817.75
2337,778,Sofa,Casa,1,572.99
2338,779,Monitor,Eletronicos,1,210.5
2339,779,Camiseta,Moda,2,21.36
2340,779,Sofa,Casa,4,383.48
2341,779,Jaqueta,Moda,2,86.82
2342,779,Sofa,Casa,4,289.37
2343,780,Livro,Books,1,22.04
2344,780,Camiseta,Moda,1,33.29
2345,781,Luminaria,Casa,1,107.81
2346,782,Jaqueta,Moda,2,159.65
2347,782,Teclado,Eletronicos,4,80.57
2348,783,Notebook,Eletronicos,3,1893.3
2349,783,Sofa,Casa,1,634.43
2350,783,Mesa,Casa,3,281.92
2351,784,Caderno,Papelaria,1,8.43
2352,784,Luminaria,Casa,2,83.35
2353,784,Teclado,Eletronicos,2,77.84
2354,784,Mouse,Eletronicos,4,36.94
2355,784,Mesa,Casa,3,345.94
2356,785,Sofa,Casa,1,635.15
2357,786,Calca,Moda,4,39.23
2358,786,Luminaria,Casa,2,48.71
2359,787,Mouse,Eletronicos,3,21.0
2360,787,Notebook,Eletronicos,4,1188.8
2361,787,Jaqueta,Moda,3,67.72
2362,787,Mouse,Eletronicos,1,23.29
2363,788,Mouse,Eletronicos,3,58.97
2364,788,Notebook,Eletronicos,2,2579.83
2365,788,Livro,Books,2,34.29
2366,788,Calca,Moda,2,63.37
2367,789,Sofa,Casa,4,689.21
2368,789,Livro,Books,1,27.04
2369,789,Notebook,Eletronicos,3,1680.35
2370,790,Luminaria,Casa,4,52.96
2371,791,Mesa,Casa,1,209.15
2372,791,Notebook,Eletronicos,3,1117.4
2373,791,Mouse,Eletronicos,2,28.92
2374,791,Caderno,Papelaria,1,7.32
2375,792,Calca,Moda,2,99.51
2376,792,Monitor,Eletronicos,1,798.36
2377,792,Mouse,Eletronicos,4,57.27
2378,793,Camiseta,Moda,3,53.55
2379,793,Camiseta,Moda,4,41.17
2380,794,Caderno,Papelaria,2,13.69
2381,794,Monitor,Eletronicos,3,677.45
2382,794,Mouse,Eletronicos,4,56.94
2383,795,Notebook,Eletronicos,2,1157.94
2384,795,Livro,Books,1,17.35
2385,795,Camiseta,Moda,1,18.45
2386,796,Notebook,Eletronicos,1,1909.76
2387,796,Camiseta,Moda,2,40.98
2388,796,Caderno,Papelaria,2,10.76
2389,797,Mesa,Casa,3,525.33
2390,797,Teclado,Eletronicos,1,148.44
2391,798,Livro,Books,3,24.31
2392,798,Notebook,Eletronicos,4,1361.37
2393,799,Luminaria,Casa,2,70.14
2394,799,Sofa,Casa,1,733.39
2395,799,Livro,Books,3,33.63
2396,799,Livro,Books,4,25.58
2397,800,Luminaria,Casa,1,63.27
2398,801,Monitor,Eletronicos,1,433.24
2399,801,Caderno,Papelaria,2,7.89
2400,801,Camiseta,Moda,4,31.83
2401,802,Teclado,Eletronicos,1,129.39
2402,802,Notebook,Eletronicos,4,3416.92
2403,802,Notebook,Eletronicos,3,2687.76
2404,802,Monitor,Eletronicos,4,801.53
2405,803,Teclado,Eletronicos,2,157.5
2406,804,Calca,Moda,3,59.7
2407,804,Luminaria,Casa,2,67.88
2408,804,Camiseta,Moda,3,36.13
2409,804,Luminaria,Casa,1,80.55
2410,804,Luminaria,Casa,4,68.26
2411,805,Monitor,Eletronicos,4,513.69
2412,805,Jaqueta,Moda,4,102.76
2413,805,Mesa,Casa,1,261.15
2414,805,Mouse,Eletronicos,3,37.18
2415,805,Livro,Books,2,23.93
2416,806,Calca,Moda,1,43.47
2417,806,Mouse,Eletronicos,1,30.98
2418,807,Mouse,Eletronicos,1,55.73
2419,808,Monitor,Eletronicos,1,499.68
2420,808,Notebook,Eletronicos,2,2088.66
2421,808,Mouse,Eletronicos,2,48.93
2422,809,Calca,Moda,4,71.99
2423,809,Monitor,Eletronicos,3,633.58
2424,809,Luminaria,Casa,2,87.04
2425,809,Mouse,Eletronicos,3,47.87
2426,809,Caderno,Papelaria,4,17.23
2427,810,Livro,Books,1,31.47
2428,810,Teclado,Eletronicos,1,96.78
2429,810,Jaqueta,Moda,3,147.53
2430,811,Caderno,Papelaria,4,18.64
2431,811,Monitor,Eletronicos,2,799.82
2432,811,Livro,Books,2,34.18
2433,811,Monitor,Eletronicos,2,783.43
2434,811,Mouse,Eletronicos,1,71.25
2435,812,Notebook,Eletronicos,1,1425.94
2436,812,Sofa,Casa,2,453.71
2437,812,Sofa,Casa,4,390.49
2438,812,Jaqueta,Moda,4,103.57
2439,812,Mouse,Eletronicos,3,28.86
2440,813,Luminaria,Casa,4,50.69
2441,814,Jaqueta,Moda,1,154.32
2442,814,Camiseta,Moda,2,51.24
2443,814,Notebook,Eletronicos,1,2245.9
2444,814,Mouse,Eletronicos,1,49.74
2445,814,Calca,Moda,3,63.3
2446,815,Calca,Moda,3,40.44
2447,815,Teclado,Eletronicos,1,61.06
2448,815,Jaqueta,Moda,3,120.6
2449,816,Jaqueta,Moda,3,58.5
2450,816,Camiseta,Moda,3,19.03
2451,816,Luminaria,Casa,1,39.06
2452,817,Luminaria,Casa,1,111.41
2453,817,Jaqueta,Moda,2,189.45
2454,817,Livro,Books,1,39.9
2455,818,Calca,Moda,2,83.35
2456,818,Luminaria,Casa,2,139.73
2457,818,Caderno,Papelaria,2,18.25
2458,818,Caderno,Papelaria,1,16.19
2459,819,Mesa,Casa,4,498.5
2460,819,Luminaria,Casa,3,118.81
2461,819,Calca,Moda,4,86.88
2462,820,Luminaria,Casa,4,87.32
2463,820,Notebook,Eletronicos,1,1506.99
2464,820,Caderno,Papelaria,3,10.69
2465,820,Teclado,Eletronicos,2,93.33
2466,821,Teclado,Eletronicos,3,53.74
2467,821,Caderno,Papelaria,2,4.88
2468,822,Luminaria,Casa,3,52.68
2469,822,Teclado,Eletronicos,1,61.92
2470,822,Monitor,Eletronicos,3,293.82
2471,822,Teclado,Eletronicos,3,58.32
2472,823,Monitor,Eletronicos,1,230.1
2473,823,Sofa,Casa,3,407.31
2474,823,Monitor,Eletronicos,1,242.7
2475,824,Teclado,Eletronicos,3,64.08
2476,824,Monitor,Eletronicos,4,287.01
2477,824,Camiseta,Moda,2,27.62
2478,824,Monitor,Eletronicos,4,272.15
2479,824,Jaqueta,Moda,3,97.79
2480,825,Sofa,Casa,3,578.77
2481,825,Monitor,Eletronicos,3,423.7
2482,825,Mesa,Casa,4,323.87
2483,826,Livro,Books,4,27.02
2484,827,Caderno,Papelaria,4,18.79
2485,827,Mesa,Casa,1,498.78
2486,827,Camiseta,Moda,3,47.78
2487,827,Jaqueta,Moda,1,219.15
2488,827,Luminaria,Casa,4,148.54
2489,828,Teclado,Eletronicos,4,74.95
2490,828,Teclado,Eletronicos,4,72.27
2491,828,Livro,Books,3,25.55
2492,829,Monitor,Eletronicos,4,568.06
2493,829,Jaqueta,Moda,1,173.01
2494,829,Luminaria,Casa,3,85.54
2495,829,Monitor,Eletronicos,4,645.0
2496,829,Calca,Moda,3,86.6
2497,830,Jaqueta,Moda,4,225.06
2498,830,Mesa,Casa,1,462.98
2499,830,Mesa,Casa,2,463.53
2500,831,Caderno,Papelaria,2,14.89
2501,831,Sofa,Casa,4,1066.19
2502,831,Monitor,Eletronicos,4,715.79
2503,832,Caderno,Papelaria,4,14.24
2504,832,Livro,Books,1,35.15
2505,832,Livro,Books,3,48.01
2506,832,Sofa,Casa,3,1258.0
2507,832,Notebook,Eletronicos,3,3519.12
2508,833,Camiseta,Moda,2,62.8
2509,833,Mesa,Casa,1,448.24
2510,833,Camiseta,Moda,1,57.79
2511,834,Jaqueta,Moda,3,186.24
2512,834,Sofa,Casa,4,1173.24
2513,835,Caderno,Papelaria,4,15.87
2514,835,Jaqueta,Moda,1,156.96
2515,835,Luminaria,Casa,4,89.09
2516,835,Camiseta,Moda,3,53.36
2517,836,Monitor,Eletronicos,3,616.39
2518,836,Livro,Books,2,43.4
2519,837,Monitor,Eletronicos,1,681.85
2520,837,Teclado,Eletronicos,4,91.62
2521,838,Livro,Books,1,35.15
2522,838,Luminaria,Casa,4,147.01
2523,838,Luminaria,Casa,3,117.26
2524,838,Caderno,Papelaria,2,14.66
2525,839,Jaqueta,Moda,4,153.81
2526,839,Sofa,Casa,4,754.12
2527,839,Calca,Moda,2,99.23
2528,840,Notebook,Eletronicos,3,937.73
2529,840,Monitor,Eletronicos,4,259.21
2530,840,Calca,Moda,2,38.74
2531,841,Monitor,Eletronicos,1,656.34
2532,841,Monitor,Eletronicos,1,568.34
2533,841,Camiseta,Moda,2,52.53
2534,841,Mesa,Casa,2,397.04
2535,841,Notebook,Eletronicos,4,2208.58
2536,842,Mesa,Casa,1,421.39
2537,842,Mesa,Casa,1,471.6
2538,843,Mouse,Eletronicos,1,31.89
2539,843,Mesa,Casa,2,191.9
2540,843,Notebook,Eletronicos,1,1415.78
2541,843,Mesa,Casa,2,239.17
2542,844,Camiseta,Moda,4,53.02
2543,844,Teclado,Eletronicos,4,136.15
2544,844,Mouse,Eletronicos,2,57.05
2545,845,Camiseta,Moda,1,21.15
2546,845,Camiseta,Moda,4,21.44
2547,845,Mouse,Eletronicos,3,19.72
2548,845,Sofa,Casa,3,397.88
2549,846,Luminaria,Casa,1,80.09
2550,846,Teclado,Eletronicos,3,63.91
2551,846,Mesa,Casa,4,237.04
2552,846,Notebook,Eletronicos,3,2011.45
2553,847,Calca,Moda,1,42.37
2554,847,Livro,Books,4,15.4
2555,847,Mouse,Eletronicos,3,21.69
2556,848,Livro,Books,4,32.67
2557,849,Teclado,Eletronicos,2,40.93
2558,849,Teclado,Eletronicos,2,35.54
2559,849,Camiseta,Moda,1,19.18
2560,849,Monitor,Eletronicos,3,251.35
2561,849,Camiseta,Moda,4,19.35
2562,850,Monitor,Eletronicos,1,860.89
2563,850,Camiseta,Moda,2,61.84
2564,851,Livro,Books,3,13.24
2565,851,Livro,Books,4,12.83
2566,852,Mesa,Casa,2,400.1
2567,852,Camiseta,Moda,1,47.87
2568,852,Monitor,Eletronicos,3,481.34
2569,853,Monitor,Eletronicos,2,465.33
2570,853,Mouse,Eletronicos,3,41.09
2571,853,Teclado,Eletronicos,4,72.51
2572,854,Caderno,Papelaria,3,8.98
2573,854,Camiseta,Moda,3,23.36
2574,854,Camiseta,Moda,4,23.97
2575,855,Luminaria,Casa,2,102.03
2576,855,Camiseta,Moda,2,50.64
2577,855,Sofa,Casa,2,784.62
2578,855,Luminaria,Casa,4,98.02
2579,856,Notebook,Eletronicos,3,2343.02
2580,856,Luminaria,Casa,2,101.76
2581,856,Mouse,Eletronicos,4,49.89
2582,856,Jaqueta,Moda,2,203.25
2583,856,Jaqueta,Moda,4,168.1
2584,857,Calca,Moda,2,114.09
2585,857,Mesa,Casa,2,477.28
2586,857,Teclado,Eletronicos,4,157.0
2587,857,Caderno,Papelaria,3,17.07
2588,858,Mesa,Casa,3,450.97
2589,858,Jaqueta,Moda,2,179.15
2590,858,Teclado,Eletronicos,1,108.13
2591,859,Sofa,Casa,3,401.63
2592,860,Notebook,Eletronicos,2,3288.65
2593,860,Luminaria,Casa,3,120.06
2594,860,Camiseta,Moda,1,60.87
2595,860,Mesa,Casa,2,602.92
2596,860,Mesa,Casa,1,465.21
2597,861,Livro,Books,4,11.24
2598,861,Mouse,Eletronicos,4,22.12
2599,861,Livro,Books,1,16.04
2600,861,Camiseta,Moda,4,19.69
2601,862,Mouse,Eletronicos,2,36.77
2602,862,Calca,Moda,2,54.03
2603,863,Teclado,Eletronicos,4,67.32
2604,863,Teclado,Eletronicos,2,69.57
2605,863,Notebook,Eletronicos,4,1847.69
2606,863,Teclado,Eletronicos,1,74.82
2607,864,Camiseta,Moda,2,46.92
2608,864,Sofa,Casa,1,1072.72
2609,864,Notebook,Eletronicos,4,2475.47
2610,865,Camiseta,Moda,2,27.93
2611,865,Livro,Books,3,25.53
2612,865,Jaqueta,Moda,2,121.13
2613,865,Livro,Books,2,17.72
2614,866,Calca,Moda,2,84.37
2615,866,Monitor,Eletronicos,4,713.36
2616,866,Sofa,Casa,2,1044.63
2617,867,Calca,Moda,2,79.83
2618,868,Notebook,Eletronicos,1,2415.7
2619,869,Jaqueta,Moda,3,128.91
2620,869,Monitor,Eletronicos,3,527.98
2621,869,Calca,Moda,2,48.81
2622,869,Livro,Books,4,21.21
2623,870,Caderno,Papelaria,4,16.5
2624,871,Teclado,Eletronicos,3,62.92
2625,871,Teclado,Eletronicos,4,57.14
2626,871,Mouse,Eletronicos,4,42.2
2627,871,Jaqueta,Moda,2,127.27
2628,872,Notebook,Eletronicos,4,2482.01
2629,873,Caderno,Papelaria,2,11.3
2630,874,Livro,Books,3,21.92
2631,874,Camiseta,Moda,1,29.24
2632,874,Jaqueta,Moda,4,131.0
2633,874,Teclado,Eletronicos,1,67.77
2634,875,Caderno,Papelaria,4,6.83
2635,875,Monitor,Eletronicos,4,271.52
2636,875,Livro,Books,2,13.77
2637,875,Caderno,Papelaria,4,5.89
2638,875,Notebook,Eletronicos,3,995.96
2639,876,Camiseta,Moda,2,29.85
2640,876,Caderno,Papelaria,2,8.14
2641,876,Sofa,Casa,3,466.11
2642,877,Calca,Moda,4,107.41
2643,877,Calca,Moda,4,102.77
2644,877,Mouse,Eletronicos,4,78.15
2645,878,Mouse,Eletronicos,3,25.02
2646,878,Sofa,Casa,1,366.58
2647,878,Calca,Moda,4,42.74
2648,879,Calca,Moda,4,75.44
2649,880,Monitor,Eletronicos,1,461.38
2650,880,Mesa,Casa,2,319.83
2651,881,Mesa,Casa,2,548.49
2652,882,Mouse,Eletronicos,2,43.55
2653,882,Notebook,Eletronicos,3,2299.28
2654,882,Livro,Books,4,36.34
2655,883,Camiseta,Moda,2,71.0
2656,883,Jaqueta,Moda,3,204.5
2657,883,Mouse,Eletronicos,2,57.94
2658,884,Caderno,Papelaria,1,6.79
2659,884,Luminaria,Casa,3,41.05
2660,885,Calca,Moda,3,111.6
2661,885,Mesa,Casa,3,481.92
2662,885,Livro,Books,2,36.12
2663,885,Notebook,Eletronicos,4,2493.73
2664,885,Camiseta,Moda,2,51.32
2665,886,Jaqueta,Moda,3,105.9
2666,886,Camiseta,Moda,2,36.92
2667,886,Mouse,Eletronicos,3,44.59
2668,886,Mouse,Eletronicos,1,35.74
2669,886,Camiseta,Moda,2,37.02
2670,887,Calca,Moda,1,56.7
2671,887,Teclado,Eletronicos,2,48.14
2672,887,Luminaria,Casa,1,58.38
2673,888,Mouse,Eletronicos,3,70.15
2674,889,Calca,Moda,2,120.01
2675,889,Mesa,Casa,4,506.72
2676,889,Camiseta,Moda,1,74.63
