pedido_id,cliente_id,data_pedido,valor_total,status
1284,358,2025-11-16,248.36,cancelado
1285,650,2025-12-18,324.23,aprovado
1286,370,2025-10-09,1241.31,aprovado
1287,582,2025-03-13,1416.3,aprovado
1288,357,2025-06-07,2174.24,aprovado
1289,471,2025-08-10,1693.67,aprovado
1290,701,2025-06-02,8856.28,aprovado
1291,552,2025-01-08,9247.72,aprovado
1292,458,2025-06-14,12334.72,cancelado
1293,784,2025-08-14,4200.28,aprovado
1294,663,2025-04-03,542.56,aprovado
1295,207,2025-08-16,267.46,aprovado
1296,158,2025-08-01,968.75,aprovado
1297,632,2025-04-25,5759.69,aprovado
1298,692,2025-11-11,3454.32,aprovado
1299,366,2025-11-07,173.12,aprovado
1300,534,2025-12-18,1064.35,devolvido
1301,46,2025-06-03,2598.47,cancelado
1302,114,2025-11-01,460.48,aprovado
1303,578,2025-03-22,112.2,aprovado
1304,514,2025-08-21,9734.78,aprovado
1305,258,2025-01-13,1204.59,aprovado
1306,33,2025-11-21,18.55,aprovado
1307,256,2025-04-08,1776.99,cancelado
1308,122,2025-06-05,41.39,aprovado
1309,427,2025-03-14,470.83,aprovado
1310,252,2025-05-19,281.36,aprovado
1311,657,2025-08-16,5387.85,aprovado
1312,571,2025-08-10,7237.88,cancelado
1313,557,2025-08-18,137.42,cancelado
1314,625,2025-03-20,1016.01,aprovado
1315,319,2025-01-05,417.95,cancelado
1316,160,2025-09-02,128.88,devolvido
1317,142,2025-02-12,250.33,aprovado
1318,642,2025-08-25,77.74,aprovado
1319,399,2025-08-19,7315.24,aprovado
1320,446,2025-09-02,299.83,aprovado
1321,381,2025-04-28,12778.85,aprovado
1322,105,2025-03-13,80.49,aprovado
1323,215,2025-09-17,577.03,aprovado
1324,236,2025-03-22,405.18,devolvido
1325,610,2025-08-15,7230.8,aprovado
1326,548,2025-06-09,422.52,cancelado
1327,573,2025-03-06,7614.11,aprovado
1328,58,2025-09-04,147.14,aprovado
1329,701,2025-04-07,2040.78,cancelado
1330,145,2025-09-06,5054.66,cancelado
1331,120,2025-09-09,174.24,aprovado
1332,334,2025-09-14,1279.08,aprovado
1333,344,2026-01-01,188.59,aprovado
1334,142,2025-02-03,7575.45,aprovado
1335,696,2025-11-10,446.74,aprovado
1336,108,2025-10-04,415.63,aprovado
1337,444,2025-10-21,754.32,aprovado
1338,6,2025-06-23,1020.64,aprovado
1339,366,2025-09-04,1806.35,aprovado
1340,788,2025-08-25,3173.62,aprovado
1341,800,2025-08-21,1887.27,aprovado
1342,230,2025-04-06,1313.66,aprovado
1343,340,2025-04-04,4980.35,aprovado
1344,514,2025-11-22,5981.85,aprovado
1345,339,2025-08-25,3615.63,cancelado
1346,75,2025-10-04,1663.92,aprovado
1347,361,2025-03-15,9303.95,aprovado
1348,191,2025-01-25,7938.63,aprovado
1349,779,2025-05-25,586.49,aprovado
1350,247,2025-10-22,161.93,aprovado
1351,218,2025-03-16,7588.42,cancelado
1352,736,2025-03-30,5604.82,cancelado
1353,389,2025-04-13,1154.52,cancelado
1354,10,2025-07-31,3119.36,aprovado
1355,251,2025-06-19,1319.8,aprovado
1356,287,2025-10-30,132.84,devolvido
1357,178,2025-09-14,202.35,aprovado
1358,118,2025-05-13,1041.26,aprovado
1359,778,2025-10-03,1498.05,devolvido
1360,107,2025-09-15,725.21,devolvido
1361,69,2025-02-06,777.95,aprovado
1362,476,2025-01-06,2959.38,aprovado
1363,630,2025-10-07,161.49,cancelado
1364,557,2025-04-18,18425.34,aprovado
1365,783,2025-05-09,1831.85,cancelado
1366,525,2025-08-18,267.72,aprovado
1367,424,2025-04-06,1087.63,cancelado
1368,514,2025-09-06,1904.6,aprovado
1369,342,2025-10-14,449.9,aprovado
1370,84,2025-03-24,321.91,aprovado
1371,469,2025-11-29,240.24,cancelado
1372,121,2025-12-28,2579.21,aprovado
1373,53,2025-09-06,21.93,aprovado
1374,231,2025-05-03,142.97,aprovado
1375,251,2025-05-30,,aprovado
1376,542,2025-01-09,9651.57,aprovado
1377,401,2025-09-22,110.09,cancelado
1378,106,2025-04-22,8124.28,aprovado
1379,601,2025-06-01,1186.36,aprovado
1380,638,2025-08-28,2899.57,aprovado
1381,324,2025-04-30,2183.72,aprovado
1382,546,2025-08-22,41.16,aprovado
1383,549,2025-08-03,2318.03,cancelado
1384,144,2025-02-15,607.75,aprovado
1385,552,2025-09-14,39.76,aprovado
1386,539,2025-11-11,230.39,devolvido
1387,800,2025-05-29,4194.9,aprovado
1388,662,2025-09-16,923.35,cancelado
1389,380,2025-04-27,98.05,cancelado
1390,256,2025-08-21,1804.64,aprovado
1391,419,2025-08-31,855.7,aprovado
1392,374,2025-12-11,1065.95,cancelado
1393,731,2025-03-09,418.78,aprovado
1394,245,2025-05-08,2019.32,cancelado
1395,8,2025-11-08,3766.37,aprovado
1396,585,2025-09-18,430.69,aprovado
1397,358,2025-01-09,883.0,aprovado
1398,34,2025-04-09,1136.82,aprovado
1399,586,2025-12-26,2941.99,aprovado
1400,495,2025-05-06,2626.4,cancelado
1401,212,2025-11-06,111.03,cancelado
1402,326,2025-03-14,391.37,cancelado
1403,254,2025-12-17,321.56,aprovado
1404,201,2025-04-10,8655.26,aprovado
1405,11,2025-10-05,259.26,cancelado
1406,578,2025-10-07,603.99,cancelado
1407,398,2025-03-15,5391.9,cancelado
1408,27,2025-04-14,36.15,cancelado
1409,707,2025-06-01,3126.53,aprovado
1410,187,2025-04-30,922.0,aprovado
1411,321,2025-01-12,611.41,aprovado
1412,335,2025-03-30,4309.42,cancelado
1413,496,2025-03-02,273.96,aprovado
1414,397,2025-10-04,5040.64,aprovado
1415,535,2025-11-29,517.23,aprovado
1416,6,2025-08-09,413.28,aprovado
1417,688,2025-10-08,2896.7,aprovado
1418,445,2025-12-03,410.67,cancelado
1419,10,2025-05-03,8037.19,devolvido
1420,625,2025-11-29,6781.99,cancelado
1421,365,2025-08-01,213.98,cancelado
1422,155,2025-11-06,14.25,aprovado
1423,225,2025-02-01,188.66,cancelado
1424,304,2025-11-20,347.72,aprovado
1425,774,2025-12-01,187.23,aprovado
1426,739,2025-03-20,170.12,aprovado
1427,20,2025-04-03,2486.8,aprovado
1428,471,2025-03-31,104.88,cancelado
1429,183,2025-08-28,95.93,aprovado
1430,475,2025-01-26,9261.36,aprovado
1431,208,2025-09-02,183.72,aprovado
1432,156,2025-02-27,5713.81,aprovado
1433,596,2025-10-10,1252.7,aprovado
1434,369,2025-10-03,128.28,aprovado
1435,535,2025-01-01,5523.54,aprovado
1436,680,2025-12-20,373.35,aprovado
1437,223,2025-06-06,2842.97,devolvido
1438,146,2025-08-07,1408.47,aprovado
1439,493,2025-08-28,414.51,aprovado
1440,295,2025-03-16,1519.53,aprovado
1441,409,2025-05-14,4887.41,cancelado
1442,298,2025-06-08,6509.0,aprovado
1443,584,2025-11-01,581.08,aprovado
1444,609,2025-06-19,1254.08,aprovado
1445,481,2025-03-22,10341.67,cancelado
1446,278,2025-02-02,3167.68,aprovado
1447,29,2025-09-16,7.38,aprovado
1448,687,2025-08-20,3862.17,aprovado
1449,227,2025-07-30,1776.23,aprovado
1450,146,2025-05-31,2032.37,cancelado
1451,19,2025-04-15,1945.92,devolvido
1452,381,2025-04-12,3266.43,aprovado
1453,770,2025-08-18,1429.36,aprovado
1454,476,2025-10-02,,aprovado
1455,21,2025-08-10,1171.67,aprovado
1456,292,2025-08-24,1747.93,cancelado
1457,479,2025-11-06,,aprovado
1458,671,2025-10-31,35.47,aprovado
1459,623,2025-11-22,5750.04,aprovado
1460,24,2025-12-31,136.64,aprovado
1461,363,2025-11-09,3276.93,aprovado
1462,466,2025-11-20,1689.06,aprovado
1463,181,2025-05-30,252.02,aprovado
1464,351,2025-01-15,8909.3,aprovado
1465,410,2025-04-10,5084.94,aprovado
1466,704,2025-09-22,288.93,aprovado
1467,435,2025-01-15,12270.51,aprovado
1468,799,2025-01-16,16041.67,aprovado
1469,158,2025-08-26,518.14,aprovado
1470,656,2025-10-11,1506.8,aprovado
1471,367,2025-02-22,450.92,aprovado
1472,504,2025-04-02,8456.85,aprovado
1473,462,2025-10-03,446.46,aprovado
1474,576,2025-11-14,1936.27,aprovado
1475,292,2025-08-07,2328.32,aprovado
1476,255,2025-03-07,168.48,aprovado
1477,417,2025-02-10,6607.69,aprovado
1478,778,2025-05-27,201.52,cancelado
1479,720,2025-09-08,1135.18,aprovado
1480,375,2025-12-16,864.68,aprovado
1481,767,2025-04-12,386.61,aprovado
1482,249,2025-04-26,2837.74,aprovado
1483,283,2025-05-19,8439.05,cancelado
1484,104,2025-11-23,144.77,cancelado
1485,641,2025-08-15,7435.24,devolvido
1486,647,2025-01-30,335.99,aprovado
1487,461,2025-05-14,340.3,cancelado
1488,123,2025-08-18,2986.4,aprovado
1489,649,2025-08-24,,cancelado
1490,138,2025-10-03,3073.66,aprovado
1491,681,2025-08-11,61.71,cancelado
1492,146,2025-10-25,359.89,aprovado
1493,669,2025-12-31,369.51,cancelado
1494,608,2025-12-06,2243.71,aprovado
1495,541,2025-05-06,4461.99,devolvido
1496,46,2025-03-24,222.01,aprovado
1497,109,2025-08-11,743.2,aprovado
1498,432,2025-02-14,51.91,cancelado
1499,79,2025-03-26,2822.06,cancelado
1500,607,2025-08-18,410.27,aprovado
1501,606,2025-08-09,4576.99,aprovado
1502,262,2025-09-25,164.68,aprovado
1503,295,2025-06-06,332.08,aprovado
1504,603,2025-09-07,2415.52,aprovado
1505,537,2025-08-18,2497.73,aprovado
1506,92,2025-11-11,731.6,cancelado
1507,340,2025-02-16,3327.74,aprovado
1508,320,2025-01-15,1422.2,aprovado
1509,688,2025-05-16,4121.25,aprovado
1510,719,2025-12-16,2676.82,aprovado
1511,776,2025-05-19,319.71,aprovado
1512,108,2025-11-10,181.21,aprovado
1513,144,2025-11-03,1867.95,cancelado
1514,568,2025-05-30,7566.5,aprovado
1515,532,2025-11-18,2122.13,aprovado
1516,206,2025-11-14,2184.79,aprovado
1517,311,2025-08-22,277.8,aprovado
1518,338,2025-05-11,119.73,aprovado
1519,207,2025-06-02,86.43,aprovado
1520,593,2025-05-01,10334.43,aprovado
1521,64,2025-10-28,1057.59,cancelado
1522,261,2025-05-29,3663.07,aprovado
1523,29,2025-04-08,9557.27,aprovado
1524,421,2025-12-17,935.78,aprovado
1525,666,2025-04-23,961.3,aprovado
1526,586,2025-11-12,131.96,cancelado
1527,509,2025-01-08,837.88,aprovado
1528,146,2025-02-06,1043.29,cancelado
1529,17,2025-01-13,7735.59,aprovado
1530,360,2025-08-20,2316.25,aprovado
1531,276,2025-02-26,7350.29,aprovado
1532,189,2025-09-05,454.24,aprovado
1533,124,2025-12-22,996.91,aprovado
1534,774,2025-08-01,,aprovado
1535,376,2025-09-21,31.36,aprovado
1536,547,2025-09-25,1565.74,aprovado
1537,71,2025-11-17,833.29,aprovado
1538,352,2025-12-16,2895.52,aprovado
1539,156,2025-09-02,1497.07,aprovado
1540,754,2025-11-13,1128.15,devolvido
1541,464,2025-09-19,568.27,aprovado
1542,763,2025-06-02,616.37,devolvido
1543,108,2025-02-23,640.31,aprovado
1544,625,2025-10-24,265.61,devolvido
1545,52,2025-09-02,416.61,aprovado
1546,448,2025-02-04,543.55,aprovado
1547,629,2025-06-05,1186.08,aprovado
1548,232,2025-04-03,1585.62,devolvido
1549,422,2025-03-02,,cancelado
1550,782,2025-02-18,633.12,aprovado
1551,241,2025-05-01,3046.41,aprovado
1552,375,2025-06-15,2031.23,aprovado
1553,466,2025-06-09,1043.48,devolvido
1554,532,2025-08-13,128.73,devolvido
1555,3,2025-08-23,1794.25,devolvido
1556,211,2025-08-16,6075.74,cancelado
1557,473,2025-09-21,5663.08,aprovado
1558,633,2025-08-23,275.19,aprovado
1559,722,2025-08-12,2159.71,cancelado
1560,294,2025-08-27,408.46,cancelado
1561,688,2025-05-29,1498.13,aprovado
1562,760,2025-10-10,1624.11,aprovado
1563,258,2025-08-20,665.8,aprovado
1564,655,2025-05-15,4493.45,aprovado
1565,736,2025-08-21,6289.21,devolvido
1566,473,2025-12-09,122.24,devolvido
1567,47,2025-10-31,236.77,aprovado
1568,268,2025-09-01,531.89,cancelado
1569,559,2025-09-04,469.74,aprovado
1570,350,2025-11-06,1104.83,aprovado
1571,560,2025-01-25,116.23,aprovado
1572,589,2025-09-04,228.62,aprovado
1573,692,2025-06-16,823.54,cancelado
1574,215,2025-11-02,239.32,aprovado
1575,617,2025-04-04,608.75,aprovado
1576,474,2025-03-29,61.07,aprovado
1577,448,2025-10-14,584.29,aprovado
1578,64,2025-05-16,504.94,aprovado
1579,571,2025-11-23,1067.6,aprovado
1580,210,2025-07-30,6167.44,cancelado
1581,317,2025-09-27,494.22,aprovado
1582,61,2025-03-08,1996.12,aprovado
1583,481,2025-04-22,603.64,aprovado
1584,181,2025-08-22,452.36,aprovado
1585,38,2025-03-12,1017.7,aprovado
1586,787,2025-12-12,3533.16,cancelado
1587,397,2025-05-10,13469.64,aprovado
1588,74,2025-04-11,3165.06,aprovado
1589,619,2025-06-10,2172.52,devolvido
1590,652,2025-12-02,243.47,cancelado
1591,758,2025-08-13,4557.34,aprovado
1592,717,2025-08-27,1364.14,aprovado
1593,168,2025-09-13,390.26,aprovado
1594,289,2025-05-12,2676.3,aprovado
1595,296,2025-04-27,2519.71,aprovado
1596,465,2025-03-21,326.87,aprovado
1597,93,2025-12-22,173.09,aprovado
1598,268,2025-06-05,3230.91,aprovado
1599,791,2025-05-06,1929.79,cancelado
1600,199,2025-09-29,3112.75,aprovado
1601,719,2025-08-31,767.87,aprovado
1602,552,2025-08-17,3532.45,aprovado
1603,168,2025-01-29,2472.56,aprovado
1604,504,2025-12-06,1228.9,aprovado
1605,43,2025-01-27,3364.55,aprovado
1606,303,2025-08-20,247.26,cancelado
1607,542,2025-03-01,2937.12,aprovado
1608,424,2025-06-20,367.2,aprovado
1609,440,2025-08-19,5871.74,aprovado
1610,520,2025-06-26,2144.02,aprovado
1611,251,2025-06-18,1712.59,aprovado
1612,380,2025-05-09,69.04,aprovado
1613,136,2025-06-09,273.77,aprovado
1614,247,2025-08-27,3976.99,cancelado
1615,2,2025-08-30,662.35,cancelado
1616,382,2025-12-30,214.77,aprovado
1617,667,2025-08-20,2318.4,aprovado
1618,403,2025-08-26,,aprovado
1619,505,2025-11-27,1033.27,aprovado
1620,158,2025-10-24,2176.39,cancelado
1621,378,2025-04-01,19799.16,aprovado
1622,7,2025-02-18,12623.28,aprovado
1623,318,2025-09-09,478.02,aprovado
1624,734,2025-06-15,4165.24,aprovado
1625,105,2025-09-10,74.04,aprovado
1626,233,2025-09-12,3224.92,aprovado
1627,781,2025-04-05,17.06,aprovado
1628,22,2025-01-29,4245.16,cancelado
1629,254,2025-08-10,548.72,cancelado
1630,318,2025-06-22,1461.88,aprovado
1631,366,2025-08-30,1239.05,aprovado
1632,700,2025-04-01,8374.1,aprovado
1633,472,2025-09-08,6691.12,aprovado
1634,720,2025-05-26,112.55,aprovado
1635,401,2025-01-25,6448.66,aprovado
1636,277,2025-12-10,977.0,cancelado
1637,400,2025-06-04,11636.97,aprovado
1638,792,2025-04-14,1782.56,aprovado
1639,377,2025-08-30,784.77,aprovado
1640,152,2025-01-15,2505.57,cancelado
1641,265,2025-11-12,812.56,aprovado
1642,681,2025-11-26,628.01,aprovado
1643,578,2025-05-12,4512.9,aprovado
1644,680,2025-06-11,633.2,aprovado
1645,468,2025-10-05,187.55,aprovado
1646,661,2025-06-14,8554.67,aprovado
1647,347,2025-11-21,4168.75,aprovado
1648,656,2025-04-02,2585.2,aprovado
1649,74,2025-08-20,702.28,aprovado
1650,67,2025-06-12,2436.21,aprovado
1651,499,2025-03-19,7255.42,aprovado
1652,138,2025-08-25,8887.71,cancelado
1653,451,2025-09-20,228.31,aprovado
1654,228,2025-04-29,431.51,aprovado
1655,730,2025-10-04,1462.23,cancelado
1656,10,2025-01-03,4642.17,aprovado
1657,294,2025-06-19,4076.9,cancelado
1658,254,2025-12-29,161.05,aprovado
1659,769,2025-02-13,11621.85,cancelado
1660,86,2025-04-18,5274.75,aprovado
1661,415,2025-01-28,93.3,aprovado
1662,525,2025-02-09,11567.51,aprovado
1663,536,2025-02-22,962.25,cancelado
1664,48,2025-04-25,11113.17,aprovado
1665,103,2025-06-01,2046.17,aprovado
1666,78,2025-05-25,5770.1,aprovado
1667,452,2025-06-13,1973.63,cancelado
1668,423,2025-12-25,1592.92,aprovado
1669,232,2025-12-04,14.21,aprovado
1670,584,2025-09-08,7196.68,aprovado
1671,116,2025-09-03,7435.14,aprovado
1672,563,2025-02-20,209.08,aprovado
1673,442,2025-08-24,841.89,aprovado
1674,315,2025-06-27,240.02,aprovado
1675,675,2025-04-08,8760.89,cancelado
1676,454,2025-02-10,435.98,cancelado
1677,14,2025-06-08,229.99,cancelado
1678,501,2025-01-04,220.4,aprovado
1679,419,2025-08-26,889.51,aprovado
1680,175,2025-03-15,1058.93,aprovado
1681,281,2025-02-24,318.14,aprovado
1682,512,2025-10-25,270.17,aprovado
1683,85,2025-02-21,2830.52,aprovado
1684,145,2025-10-18,4201.57,aprovado
1685,712,2025-01-05,667.04,aprovado
1686,665,2025-11-19,1783.35,aprovado
1687,318,2025-06-15,274.46,aprovado
1688,573,2025-12-20,4424.79,aprovado
1689,258,2025-11-17,626.64,aprovado
1690,303,2025-09-01,102.39,aprovado
1691,545,2025-10-25,3095.82,aprovado
1692,732,2025-08-10,2800.78,aprovado
1693,556,2025-01-16,3656.34,devolvido
1694,364,2025-11-27,92.19,aprovado
1695,234,2025-09-07,8758.74,aprovado
1696,607,2025-04-11,856.87,aprovado
1697,8,2025-12-07,4868.04,aprovado
1698,579,2025-06-25,782.02,cancelado
1699,219,2025-08-23,,aprovado
1700,738,2025-04-03,30.52,aprovado
1701,99,2025-02-10,6233.25,aprovado
1702,604,2025-03-05,1760.8,aprovado
1703,97,2025-08-31,655.97,aprovado
1704,137,2025-10-19,867.5,aprovado
1705,512,2025-06-05,3285.66,aprovado
1706,671,2025-09-10,1659.7,aprovado
1707,792,2025-08-13,449.22,aprovado
1708,326,2025-04-29,6446.63,devolvido
1709,451,2025-12-01,293.13,aprovado
1710,59,2025-05-18,1505.39,aprovado
1711,693,2025-01-03,11943.18,aprovado
1712,543,2025-09-20,1332.59,aprovado
1713,87,2025-12-15,195.72,aprovado
1714,369,2025-12-25,271.7,aprovado
1715,171,2025-12-05,823.38,aprovado
1716,641,2025-09-21,2207.49,aprovado
1717,228,2025-05-28,2428.52,aprovado
1718,284,2025-10-16,292.65,aprovado
1719,40,2025-02-17,1313.17,aprovado
1720,236,2025-02-16,2786.75,cancelado
1721,233,2025-02-12,10776.9,cancelado
1722,714,2025-10-29,5462.22,cancelado
1723,236,2025-03-02,99.46,aprovado
1724,287,2025-12-19,3048.22,aprovado
1725,154,2025-10-07,355.97,aprovado
1726,740,2025-06-07,3633.65,aprovado
1727,454,2025-11-03,61.37,devolvido
1728,491,2025-02-09,850.62,devolvido
1729,571,2025-11-15,333.67,aprovado
1730,507,2025-09-19,1493.14,aprovado
1731,176,2025-10-07,910.28,cancelado
1732,641,2025-04-15,177.09,devolvido
1733,410,2025-04-02,1133.95,aprovado
1734,499,2025-04-13,15258.64,aprovado
1735,677,2025-10-05,6950.68,cancelado
1736,473,2025-03-15,2254.03,aprovado
1737,295,2025-08-12,1511.94,aprovado
1738,584,2025-11-18,1964.32,aprovado
1739,218,2025-11-03,187.91,cancelado
1740,739,2025-05-18,101.16,cancelado
1741,3,2025-12-16,1426.88,aprovado
1742,568,2025-08-16,640.04,aprovado
1743,661,2025-08-18,649.36,aprovado
1744,64,2025-05-07,8974.69,aprovado
1745,456,2025-12-16,2251.81,aprovado
1746,203,2025-01-21,15414.6,aprovado
1747,240,2025-12-18,819.39,aprovado
1748,442,2025-05-04,1006.33,cancelado
1749,160,2025-01-09,61.24,devolvido
1750,689,2025-09-27,233.91,aprovado
1751,352,2025-12-06,58.4,aprovado
1752,493,2025-10-04,63.14,cancelado
1753,417,2025-09-20,1619.85,aprovado
1754,196,2025-06-02,466.15,aprovado
1755,213,2025-11-09,796.59,aprovado
1756,3,2025-01-13,232.14,cancelado
1757,322,2025-08-03,496.87,cancelado
1758,603,2025-06-19,1314.24,aprovado
1759,534,2025-10-20,803.07,cancelado
1760,771,2025-06-17,3261.38,aprovado
1761,499,2025-10-01,4454.41,cancelado
1762,453,2025-12-29,2675.11,aprovado
1763,507,2025-11-09,2246.79,cancelado
1764,23,2025-11-09,382.77,aprovado
1765,679,2025-02-07,3850.4,aprovado
1766,385,2025-12-20,265.08,aprovado
1767,687,2025-04-23,2042.28,aprovado
1768,169,2025-08-23,1856.82,cancelado
1769,10,2025-12-04,1472.21,aprovado
1770,201,2025-11-21,13.49,aprovado
1771,100,2025-05-04,4125.25,aprovado
1772,305,2025-08-24,8281.36,cancelado
1773,16,2025-12-10,1945.98,cancelado
1774,26,2025-12-26,249.44,cancelado
1775,798,2025-05-06,1693.72,aprovado
1776,341,2025-02-03,973.64,aprovado
1777,131,2025-11-22,285.02,aprovado
1778,701,2025-09-24,1118.88,aprovado
1779,707,2025-09-10,969.78,aprovado
1780,738,2025-11-07,679.79,cancelado
1781,8,2025-03-28,72.22,aprovado
1782,688,2025-03-17,4332.0,aprovado
1783,224,2025-08-12,2034.28,cancelado
1784,290,2025-02-13,13640.64,aprovado
1785,207,2025-12-23,2002.18,aprovado
1786,318,2025-08-03,3526.37,aprovado
1787,283,2025-08-29,360.25,aprovado
1788,425,2025-10-28,136.55,aprovado
1789,793,2025-08-23,1620.79,cancelado
1790,17,2025-01-21,15901.31,aprovado
1791,99,2025-02-17,948.15,cancelado
1792,463,2025-09-05,2556.73,aprovado
1793,433,2025-09-05,6055.37,aprovado
1794,491,2025-01-06,7411.47,aprovado
1795,622,2025-05-05,1891.71,aprovado
1796,704,2025-03-28,1039.23,aprovado
1797,531,2025-04-20,3753.24,aprovado
1798,688,2025-03-04,6333.5,aprovado
1799,411,2025-04-09,1548.69,aprovado
1800,389,2025-11-27,191.79,cancelado
1801,769,2025-12-12,296.72,aprovado
1802,217,2025-06-28,372.41,cancelado
1803,282,2025-06-23,88.33,aprovado
1804,273,2025-05-22,4082.84,aprovado
1805,5,2025-12-05,83.29,aprovado
1806,302,2025-02-06,5737.01,aprovado
1807,294,2025-11-03,1577.17,aprovado
1808,578,2025-08-17,435.14,aprovado
1809,669,2025-04-05,524.06,cancelado
1810,40,2025-01-07,6295.49,aprovado
1811,743,2025-08-20,2716.65,aprovado
1812,116,2025-04-15,51.14,cancelado
1813,222,2025-05-01,1260.02,aprovado
1814,280,2025-12-16,1164.92,aprovado
1815,234,2025-01-10,4014.78,aprovado
1816,260,2025-04-01,104.66,aprovado
1817,472,2025-08-21,1070.53,aprovado
1818,71,2025-08-02,450.37,devolvido
1819,620,2025-01-02,4628.44,aprovado
1820,216,2025-08-31,844.61,cancelado
1821,499,2025-11-06,95.11,cancelado
1822,417,2025-04-12,3639.84,aprovado
1823,570,2025-11-24,647.41,aprovado
1824,790,2025-05-26,3036.8,aprovado
1825,451,2025-12-07,,aprovado
1826,720,2025-11-15,324.12,aprovado
1827,463,2025-12-30,,cancelado
1828,431,2025-11-20,120.69,aprovado
1829,255,2025-12-19,528.48,cancelado
1830,498,2025-08-30,1288.88,cancelado
1831,751,2025-03-03,335.14,aprovado
1832,759,2025-03-10,10037.19,aprovado
1833,796,2025-10-20,384.13,cancelado
1834,300,2025-12-03,44.09,aprovado
1835,312,2025-03-29,5411.35,aprovado
1836,459,2025-04-16,3557.06,aprovado
1837,496,2025-05-30,639.97,aprovado
1838,56,2025-08-12,3836.52,aprovado
1839,28,2025-04-16,1404.16,aprovado
1840,699,2025-05-24,399.34,aprovado
1841,157,2025-02-16,5584.07,aprovado
1842,741,2025-03-07,11317.98,aprovado
1843,341,2025-04-17,1182.2,cancelado
1844,131,2025-01-25,202.68,aprovado
1845,391,2025-02-18,1382.17,cancelado
1846,448,2025-01-26,6367.58,aprovado
1847,728,2025-06-22,9860.72,aprovado
1848,237,2025-09-05,245.4,cancelado
1849,200,2025-01-21,423.04,aprovado
1850,272,2025-05-18,3111.23,aprovado
1851,56,2025-04-06,2037.41,aprovado
1852,626,2025-12-08,2681.08,aprovado
1853,388,2025-05-05,1618.62,aprovado
1854,297,2025-05-20,110.8,aprovado
1855,724,2025-02-24,178.28,aprovado
1856,453,2025-11-26,291.29,aprovado
1857,378,2025-03-09,884.16,cancelado
1858,186,2025-03-27,3970.05,aprovado
1859,651,2025-04-26,6252.65,aprovado
1860,281,2025-10-06,1325.73,aprovado
1861,792,2025-03-26,557.2,aprovado
1862,43,2025-12-03,163.41,aprovado
1863,796,2025-06-05,2203.54,aprovado
1864,211,2025-01-03,2661.04,aprovado
1865,457,2025-03-25,4709.19,aprovado
1866,375,2025-12-11,381.15,devolvido
1867,647,2025-12-28,219.33,aprovado
1868,198,2025-08-22,2928.27,aprovado
1869,139,2025-12-23,11.39,aprovado
1870,526,2025-05-11,949.67,aprovado
1871,446,2025-05-23,5233.46,cancelado
1872,515,2025-08-08,227.65,aprovado
1873,525,2025-12-10,86.55,aprovado
1874,355,2025-02-16,1882.35,aprovado
1875,130,2025-09-30,429.44,devolvido
1876,157,2025-09-04,294.64,cancelado
1877,437,2025-05-16,578.97,aprovado
1878,630,2025-10-08,2108.68,aprovado
1879,200,2025-09-02,1676.18,aprovado
1880,74,2025-09-30,431.87,aprovado
1881,369,2025-06-10,3270.0,aprovado
1882,17,2025-11-23,181.51,cancelado
1883,226,2025-03-18,732.88,aprovado
1884,45,2025-09-28,2373.43,aprovado
1885,135,2025-09-29,1019.49,aprovado
1886,204,2025-08-25,758.65,aprovado
1887,776,2025-01-03,7062.62,aprovado
1888,341,2025-12-18,113.37,aprovado
1889,89,2025-04-25,1393.71,aprovado
1890,624,2025-08-14,2158.15,aprovado
1891,739,2025-04-30,277.16,aprovado
1892,480,2025-10-28,1463.18,cancelado
1893,490,2025-10-24,138.0,cancelado
1894,344,2025-11-07,1299.16,aprovado
1895,6,2025-11-09,926.26,aprovado
1896,586,2025-06-16,8239.81,aprovado
1897,360,2025-08-21,11245.42,aprovado
1898,309,2025-12-25,173.88,aprovado
1899,199,2025-06-16,220.62,cancelado
1900,648,2025-02-20,2624.02,aprovado
1901,311,2025-04-16,54.6,aprovado
1902,47,2025-06-07,193.58,aprovado
1903,10,2025-06-25,694.24,cancelado
1904,408,2025-11-19,105.22,aprovado
1905,729,2025-04-11,1350.4,cancelado
1906,652,2025-04-28,1097.53,aprovado
1907,498,2025-01-19,321.01,aprovado
1908,405,2025-02-02,3103.84,aprovado
1909,12,2025-09-19,2342.41,aprovado
1910,769,2025-08-30,351.62,aprovado
1911,341,2025-08-13,1639.08,cancelado
1912,391,2025-08-04,3079.92,aprovado
1913,249,2025-06-13,1129.93,aprovado
1914,87,2025-09-09,1381.16,aprovado
1915,438,2025-03-29,4278.53,aprovado
1916,543,2025-12-19,,cancelado
1917,566,2025-10-07,160.39,aprovado
1918,578,2025-09-16,2649.43,aprovado
1919,394,2025-06-14,6642.52,aprovado
1920,781,2025-01-09,1580.05,aprovado
1921,755,2025-09-07,9113.47,cancelado
1922,362,2025-12-25,590.33,aprovado
1923,479,2025-04-23,8377.79,aprovado
1924,22,2025-12-05,680.54,aprovado
1925,572,2025-12-02,,cancelado
1926,443,2025-08-10,160.53,aprovado
1927,160,2025-04-30,3927.72,aprovado
1928,440,2025-12-18,1300.28,aprovado
1929,21,2025-10-18,12760.94,aprovado
1930,341,2025-08-24,2294.97,cancelado
1931,637,2025-07-31,775.24,cancelado
1932,648,2025-02-11,5610.0,aprovado
1933,585,2025-01-24,1102.42,aprovado
